Dataset,c,k,m,M_NUM,PIVOT,Q_NUM,R_MIN,RATIO,RECALL,AVG_TIME,COST,DATE
audio,1.5,30,15,16,5,100,3,1.0025,0.960333,3.59336,0.0454159,834.889,
audio,1.5,40,15,16,5,100,3,1.0025,0.9585,3.59336,0.0454159,834.889,
audio,1.5,50,15,16,5,100,3,1.0025,0.9292,3.59336,0.0454159,834.889,
audio,1.5,60,15,16,5,100,3,1.0025,0.945,3.59336,0.0454159,834.889,
audio,1.5,70,15,16,5,100,3,1.0025,0.934,3.59336,0.0454159,834.889,
audio,1.5,80,15,16,5,100,3,1.0025,0.93775,3.59336,0.0454159,834.889,
audio,1.5,90,15,16,5,100,3,1.0025,0.911889,3.59336,0.0454159,834.889,
audio,1.5,100,15,16,5,100,3,1.0025,0.9368,3.59336,0.0454159,834.889,
audio,1.5,1,15,16,5,100,3,1,1,3.52016,0.0411941,834.892,
audio,1.5,10,15,16,5,100,3,1.00051,0.987,3.52016,0.0411941,834.892,
audio,1.5,20,15,16,5,100,3,1.00093,0.974,3.52016,0.0411941,834.892,
audio,1.5,30,15,16,5,100,3,1.00093,0.979333,3.52016,0.0411941,834.892,
audio,1.5,40,15,16,5,100,3,1.00093,0.975,3.52016,0.0411941,834.892,
audio,1.5,50,15,16,5,100,3,1.00093,0.949,3.52016,0.0411941,834.892,
audio,1.5,60,15,16,5,100,3,1.00093,0.963,3.52016,0.0411941,834.892,
audio,1.5,70,15,16,5,100,3,1.00093,0.949286,3.52016,0.0411941,834.892,
audio,1.5,80,15,16,5,100,3,1.00093,0.955375,3.52016,0.0411941,834.892,
audio,1.5,90,15,16,5,100,3,1.00093,0.929111,3.52016,0.0411941,834.892,
audio,1.5,100,15,16,5,100,3,1.00093,0.9528,3.52016,0.0411941,834.892,
audio,1.5,1,15,16,5,100,3,1,1,3.55029,0.0421168,834.901,
audio,1.5,10,15,16,5,100,3,1.00091,0.976,3.55029,0.0421168,834.901,
audio,1.5,20,15,16,5,100,3,1.00166,0.959,3.55029,0.0421168,834.901,
audio,1.5,30,15,16,5,100,3,1.00166,0.969333,3.55029,0.0421168,834.901,
audio,1.5,40,15,16,5,100,3,1.00166,0.967,3.55029,0.0421168,834.901,
audio,1.5,50,15,16,5,100,3,1.00166,0.9396,3.55029,0.0421168,834.901,
audio,1.5,60,15,16,5,100,3,1.00166,0.953,3.55029,0.0421168,834.901,
audio,1.5,70,15,16,5,100,3,1.00166,0.940429,3.55029,0.0421168,834.901,
audio,1.5,80,15,16,5,100,3,1.00166,0.9465,3.55029,0.0421168,834.901,
audio,1.5,90,15,16,5,100,3,1.00166,0.919,3.55029,0.0421168,834.901,
audio,1.5,100,15,16,5,100,3,1.00166,0.9438,3.55029,0.0421168,834.901,
audio,1.5,1,15,16,5,100,1,1,1,3.94277,0.064464,834.923,
audio,1.5,10,15,16,5,100,1,1.00032,0.988,3.94277,0.064464,834.923,
audio,1.5,20,15,16,5,100,1,1.00064,0.982,3.94277,0.064464,834.923,
audio,1.5,30,15,16,5,100,1,1.00064,0.984667,3.94277,0.064464,834.923,
audio,1.5,40,15,16,5,100,1,1.00064,0.97925,3.94277,0.064464,834.923,
audio,1.5,50,15,16,5,100,1,1.00064,0.9536,3.94277,0.064464,834.923,
audio,1.5,60,15,16,5,100,1,1.00064,0.968333,3.94277,0.064464,834.923,
audio,1.5,70,15,16,5,100,1,1.00064,0.954,3.94277,0.064464,834.923,
audio,1.5,80,15,16,5,100,1,1.00064,0.95975,3.94277,0.064464,834.923,
audio,1.5,90,15,16,5,100,1,1.00064,0.934556,3.94277,0.064464,834.923,
audio,1.5,100,15,16,5,100,1,1.00064,0.9576,3.94277,0.064464,834.923,
audio,1.5,1,15,16,5,100,1,1,1,3.93232,0.0522436,834.924,
audio,1.5,10,15,16,5,100,1,1.00041,0.989,3.93232,0.0522436,834.924,
audio,1.5,20,15,16,5,100,1,1.00065,0.9795,3.93232,0.0522436,834.924,
audio,1.5,30,15,16,5,100,1,1.00065,0.983,3.93232,0.0522436,834.924,
audio,1.5,40,15,16,5,100,1,1.00065,0.97775,3.93232,0.0522436,834.924,
audio,1.5,50,15,16,5,100,1,1.00065,0.9528,3.93232,0.0522436,834.924,
audio,1.5,60,15,16,5,100,1,1.00065,0.966667,3.93232,0.0522436,834.924,
audio,1.5,70,15,16,5,100,1,1.00065,0.952286,3.93232,0.0522436,834.924,
audio,1.5,80,15,16,5,100,1,1.00065,0.95875,3.93232,0.0522436,834.924,
audio,1.5,90,15,16,5,100,1,1.00065,0.932333,3.93232,0.0522436,834.924,
audio,1.5,100,15,16,5,100,1,1.00065,0.956,3.93232,0.0522436,834.924,
imageNet,1.5,1,15,16,5,100,1,1.15481,0.5,185.528,0.0349611,834.925,
imageNet,1.5,10,15,16,5,100,1,1.17606,0.478,185.528,0.0349611,834.925,
imageNet,1.5,20,15,16,5,100,1,1.19376,0.471,185.528,0.0349611,834.925,
imageNet,1.5,30,15,16,5,100,1,1.19376,0.315,185.528,0.0349611,834.925,
imageNet,1.5,40,15,16,5,100,1,1.19376,0.334,185.528,0.0349611,834.925,
imageNet,1.5,50,15,16,5,100,1,1.19376,0.3458,185.528,0.0349611,834.925,
imageNet,1.5,60,15,16,5,100,1,1.19376,0.3305,185.528,0.0349611,834.925,
imageNet,1.5,70,15,16,5,100,1,1.19376,0.297857,185.528,0.0349611,834.925,
imageNet,1.5,80,15,16,5,100,1,1.19376,0.327125,185.528,0.0349611,834.925,
imageNet,1.5,90,15,16,5,100,1,1.19376,0.310222,185.528,0.0349611,834.925,
imageNet,1.5,100,15,16,5,100,1,1.19376,0.2965,185.528,0.0349611,834.925,
notre,1.5,1,15,16,5,100,1,1,1,52.7454,0.0776273,834.925,
notre,1.5,10,15,16,5,100,1,1.00044,0.988,52.7454,0.0776273,834.925,
notre,1.5,20,15,16,5,100,1,1.00117,0.969,52.7454,0.0776273,834.925,
notre,1.5,30,15,16,5,100,1,1.00117,0.647333,52.7454,0.0776273,834.925,
notre,1.5,40,15,16,5,100,1,1.00117,0.653,52.7454,0.0776273,834.925,
notre,1.5,50,15,16,5,100,1,1.00117,0.6878,52.7454,0.0776273,834.925,
notre,1.5,60,15,16,5,100,1,1.00117,0.6485,52.7454,0.0776273,834.925,
notre,1.5,70,15,16,5,100,1,1.00117,0.577857,52.7454,0.0776273,834.925,
notre,1.5,80,15,16,5,100,1,1.00117,0.633375,52.7454,0.0776273,834.925,
notre,1.5,90,15,16,5,100,1,1.00117,0.614556,52.7454,0.0776273,834.925,
notre,1.5,100,15,16,5,100,1,1.00117,0.5762,52.7454,0.0776273,834.925,
ukbench,1.5,1,15,16,5,100,1,1,1,178.813,0.0703925,834.926,
ukbench,1.5,10,15,16,5,100,1,1.0003,0.988,178.813,0.0703925,834.926,
ukbench,1.5,20,15,16,5,100,1,1.00069,0.973,178.813,0.0703925,834.926,
ukbench,1.5,30,15,16,5,100,1,1.00069,0.649667,178.813,0.0703925,834.926,
ukbench,1.5,40,15,16,5,100,1,1.00069,0.655,178.813,0.0703925,834.926,
ukbench,1.5,50,15,16,5,100,1,1.00069,0.6914,178.813,0.0703925,834.926,
ukbench,1.5,60,15,16,5,100,1,1.00069,0.653833,178.813,0.0703925,834.926,
ukbench,1.5,70,15,16,5,100,1,1.00069,0.582571,178.813,0.0703925,834.926,
ukbench,1.5,80,15,16,5,100,1,1.00069,0.638625,178.813,0.0703925,834.926,
ukbench,1.5,90,15,16,5,100,1,1.00069,0.620222,178.813,0.0703925,834.926,
ukbench,1.5,100,15,16,5,100,1,1.00069,0.5826,178.813,0.0703925,834.926,
cifar,1.5,1,15,16,5,100,1,1.00074,0.98,8.80136,0.169447,834.926,
cifar,1.5,10,15,16,5,100,1,1.00225,0.922,8.80136,0.169447,834.926,
cifar,1.5,20,15,16,5,100,1,1.00332,0.902,8.80136,0.169447,834.926,
cifar,1.5,30,15,16,5,100,1,1.00332,0.602333,8.80136,0.169447,834.926,
cifar,1.5,40,15,16,5,100,1,1.00332,0.60975,8.80136,0.169447,834.926,
cifar,1.5,50,15,16,5,100,1,1.00332,0.6482,8.80136,0.169447,834.926,
cifar,1.5,60,15,16,5,100,1,1.00332,0.609,8.80136,0.169447,834.926,
cifar,1.5,70,15,16,5,100,1,1.00332,0.547571,8.80136,0.169447,834.926,
cifar,1.5,80,15,16,5,100,1,1.00332,0.597875,8.80136,0.169447,834.926,
cifar,1.5,90,15,16,5,100,1,1.00332,0.586556,8.80136,0.169447,834.926,
cifar,1.5,100,15,16,5,100,1,1.00332,0.5448,8.80136,0.169447,834.926,
enron,1.5,1,15,16,5,100,1,1.00068,0.99,25.0672,0.127629,834.926,
enron,1.5,10,15,16,5,100,1,1.0005,0.976,25.0672,0.127629,834.926,
enron,1.5,20,15,16,5,100,1,1.0008,0.959,25.0672,0.127629,834.926,
enron,1.5,30,15,16,5,100,1,1.0008,0.640333,25.0672,0.127629,834.926,
enron,1.5,40,15,16,5,100,1,1.0008,0.64875,25.0672,0.127629,834.926,
enron,1.5,50,15,16,5,100,1,1.0008,0.6864,25.0672,0.127629,834.926,
enron,1.5,60,15,16,5,100,1,1.0008,0.647833,25.0672,0.127629,834.926,
enron,1.5,70,15,16,5,100,1,1.0008,0.578571,25.0672,0.127629,834.926,
enron,1.5,80,15,16,5,100,1,1.0008,0.637375,25.0672,0.127629,834.926,
enron,1.5,90,15,16,5,100,1,1.0008,0.622556,25.0672,0.127629,834.926,
enron,1.5,100,15,16,5,100,1,1.0008,0.5823,25.0672,0.127629,834.926,
millionSong,1.5,1,15,16,5,100,1,1.0003,0.98,111.122,0.0318121,834.927,
millionSong,1.5,10,15,16,5,100,1,1.00062,0.969,111.122,0.0318121,834.927,
millionSong,1.5,20,15,16,5,100,1,1.00101,0.9605,111.122,0.0318121,834.927,
millionSong,1.5,30,15,16,5,100,1,1.00101,0.641333,111.122,0.0318121,834.927,
millionSong,1.5,40,15,16,5,100,1,1.00101,0.648,111.122,0.0318121,834.927,
millionSong,1.5,50,15,16,5,100,1,1.00101,0.6862,111.122,0.0318121,834.927,
millionSong,1.5,60,15,16,5,100,1,1.00101,0.646667,111.122,0.0318121,834.927,
millionSong,1.5,70,15,16,5,100,1,1.00101,0.58,111.122,0.0318121,834.927,
millionSong,1.5,80,15,16,5,100,1,1.00101,0.632875,111.122,0.0318121,834.927,
millionSong,1.5,90,15,16,5,100,1,1.00101,0.622444,111.122,0.0318121,834.927,
millionSong,1.5,100,15,16,5,100,1,1.00101,0.5778,111.122,0.0318121,834.927,
MNIST,1.5,1,15,16,5,100,1,1.00017,0.99,10.8843,0.0925435,834.928,
MNIST,1.5,10,15,16,5,100,1,1.00097,0.978,10.8843,0.0925435,834.928,
MNIST,1.5,20,15,16,5,100,1,1.00126,0.967,10.8843,0.0925435,834.928,
MNIST,1.5,30,15,16,5,100,1,1.00126,0.645667,10.8843,0.0925435,834.928,
MNIST,1.5,40,15,16,5,100,1,1.00126,0.653,10.8843,0.0925435,834.928,
MNIST,1.5,50,15,16,5,100,1,1.00126,0.6924,10.8843,0.0925435,834.928,
MNIST,1.5,60,15,16,5,100,1,1.00126,0.655667,10.8843,0.0925435,834.928,
MNIST,1.5,70,15,16,5,100,1,1.00126,0.584429,10.8843,0.0925435,834.928,
MNIST,1.5,80,15,16,5,100,1,1.00126,0.644375,10.8843,0.0925435,834.928,
MNIST,1.5,90,15,16,5,100,1,1.00126,0.628222,10.8843,0.0925435,834.928,
MNIST,1.5,100,15,16,5,100,1,1.00126,0.5894,10.8843,0.0925435,834.928,
nuswide,1.5,1,15,16,5,100,1,1.00209,0.85,71.8622,0.174205,834.928,
nuswide,1.5,10,15,16,5,100,1,1.00205,0.845,71.8622,0.174205,834.928,
nuswide,1.5,20,15,16,5,100,1,1.00232,0.828,71.8622,0.174205,834.928,
nuswide,1.5,30,15,16,5,100,1,1.00232,0.553333,71.8622,0.174205,834.928,
nuswide,1.5,40,15,16,5,100,1,1.00232,0.56475,71.8622,0.174205,834.928,
nuswide,1.5,50,15,16,5,100,1,1.00232,0.5976,71.8622,0.174205,834.928,
nuswide,1.5,60,15,16,5,100,1,1.00232,0.56,71.8622,0.174205,834.928,
nuswide,1.5,70,15,16,5,100,1,1.00232,0.505429,71.8622,0.174205,834.928,
nuswide,1.5,80,15,16,5,100,1,1.00232,0.550875,71.8622,0.174205,834.928,
nuswide,1.5,90,15,16,5,100,1,1.00232,0.541,71.8622,0.174205,834.928,
nuswide,1.5,100,15,16,5,100,1,1.00232,0.5029,71.8622,0.174205,834.928,
sun,1.5,1,15,16,5,100,1,1.00133,0.98,14.9073,0.152891,834.928,
sun,1.5,10,15,16,5,100,1,1.00122,0.954,14.9073,0.152891,834.928,
sun,1.5,20,15,16,5,100,1,1.0016,0.941,14.9073,0.152891,834.928,
sun,1.5,30,15,16,5,100,1,1.0016,0.628333,14.9073,0.152891,834.928,
sun,1.5,40,15,16,5,100,1,1.0016,0.63575,14.9073,0.152891,834.928,
sun,1.5,50,15,16,5,100,1,1.0016,0.6746,14.9073,0.152891,834.928,
sun,1.5,60,15,16,5,100,1,1.0016,0.633,14.9073,0.152891,834.928,
sun,1.5,70,15,16,5,100,1,1.0016,0.571143,14.9073,0.152891,834.928,
sun,1.5,80,15,16,5,100,1,1.0016,0.61975,14.9073,0.152891,834.928,
sun,1.5,90,15,16,5,100,1,1.0016,0.612556,14.9073,0.152891,834.928,
sun,1.5,100,15,16,5,100,1,1.0016,0.5652,14.9073,0.152891,834.928,
deep,1.5,1,15,16,5,100,1,1.00013,0.99,222.095,0.112593,834.929,
deep,1.5,10,15,16,5,100,1,1.00068,0.96,222.095,0.112593,834.929,
deep,1.5,20,15,16,5,100,1,1.00107,0.9505,222.095,0.112593,834.929,
deep,1.5,30,15,16,5,100,1,1.00107,0.634667,222.095,0.112593,834.929,
deep,1.5,40,15,16,5,100,1,1.00107,0.63925,222.095,0.112593,834.929,
deep,1.5,50,15,16,5,100,1,1.00107,0.6734,222.095,0.112593,834.929,
deep,1.5,60,15,16,5,100,1,1.00107,0.636667,222.095,0.112593,834.929,
deep,1.5,70,15,16,5,100,1,1.00107,0.568714,222.095,0.112593,834.929,
deep,1.5,80,15,16,5,100,1,1.00107,0.62075,222.095,0.112593,834.929,
deep,1.5,90,15,16,5,100,1,1.00107,0.605333,222.095,0.112593,834.929,
deep,1.5,100,15,16,5,100,1,1.00107,0.5657,222.095,0.112593,834.929,
trevi,1.5,1,15,16,5,100,1,1.00023,0.99,39.5239,0.0832136,834.93,
trevi,1.5,10,15,16,5,100,1,1.00068,0.977,39.5239,0.0832136,834.93,
trevi,1.5,20,15,16,5,100,1,1.00091,0.9705,39.5239,0.0832136,834.93,
trevi,1.5,30,15,16,5,100,1,1.00091,0.648333,39.5239,0.0832136,834.93,
trevi,1.5,40,15,16,5,100,1,1.00091,0.65375,39.5239,0.0832136,834.93,
trevi,1.5,50,15,16,5,100,1,1.00091,0.6932,39.5239,0.0832136,834.93,
trevi,1.5,60,15,16,5,100,1,1.00091,0.6545,39.5239,0.0832136,834.93,
trevi,1.5,70,15,16,5,100,1,1.00091,0.585,39.5239,0.0832136,834.93,
trevi,1.5,80,15,16,5,100,1,1.00091,0.640625,39.5239,0.0832136,834.93,
trevi,1.5,90,15,16,5,100,1,1.00091,0.626889,39.5239,0.0832136,834.93,
trevi,1.5,100,15,16,5,100,1,1.00091,0.5856,39.5239,0.0832136,834.93,
audio,1.75,1,15,16,5,100,1,1,1,3.00719,0.0309017,834.93,
audio,1.75,10,15,16,5,100,1,1.00112,0.972,3.00719,0.0309017,834.93,
audio,1.75,20,15,16,5,100,1,1.00245,0.9465,3.00719,0.0309017,834.93,
audio,1.75,30,15,16,5,100,1,1.00245,0.961,3.00719,0.0309017,834.93,
audio,1.75,40,15,16,5,100,1,1.00245,0.9595,3.00719,0.0309017,834.93,
audio,1.75,50,15,16,5,100,1,1.00245,0.9306,3.00719,0.0309017,834.93,
audio,1.75,60,15,16,5,100,1,1.00245,0.945333,3.00719,0.0309017,834.93,
audio,1.75,70,15,16,5,100,1,1.00245,0.934571,3.00719,0.0309017,834.93,
audio,1.75,80,15,16,5,100,1,1.00245,0.938875,3.00719,0.0309017,834.93,
audio,1.75,90,15,16,5,100,1,1.00245,0.912667,3.00719,0.0309017,834.93,
audio,1.75,100,15,16,5,100,1,1.00245,0.9374,3.00719,0.0309017,834.93,
imageNet,1.75,1,15,16,5,100,1,1.15867,0.46,167.251,0.0299371,834.93,
imageNet,1.75,10,15,16,5,100,1,1.17761,0.466,167.251,0.0299371,834.93,
imageNet,1.75,20,15,16,5,100,1,1.19751,0.455,167.251,0.0299371,834.93,
imageNet,1.75,30,15,16,5,100,1,1.19751,0.633333,167.251,0.0299371,834.93,
imageNet,1.75,40,15,16,5,100,1,1.19751,0.64475,167.251,0.0299371,834.93,
imageNet,1.75,50,15,16,5,100,1,1.19751,0.5936,167.251,0.0299371,834.93,
imageNet,1.75,60,15,16,5,100,1,1.19751,0.632667,167.251,0.0299371,834.93,
imageNet,1.75,70,15,16,5,100,1,1.19751,0.656857,167.251,0.0299371,834.93,
imageNet,1.75,80,15,16,5,100,1,1.19751,0.6385,167.251,0.0299371,834.93,
imageNet,1.75,90,15,16,5,100,1,1.19751,0.610333,167.251,0.0299371,834.93,
imageNet,1.75,100,15,16,5,100,1,1.19751,0.6627,167.251,0.0299371,834.93,
notre,1.75,1,15,16,5,100,1,1.00024,0.99,49.11,0.069037,834.931,
notre,1.75,10,15,16,5,100,1,1.00056,0.991,49.11,0.069037,834.931,
notre,1.75,20,15,16,5,100,1,1.00102,0.965,49.11,0.069037,834.931,
notre,1.75,30,15,16,5,100,1,1.00102,0.973333,49.11,0.069037,834.931,
notre,1.75,40,15,16,5,100,1,1.00102,0.971,49.11,0.069037,834.931,
notre,1.75,50,15,16,5,100,1,1.00102,0.9452,49.11,0.069037,834.931,
notre,1.75,60,15,16,5,100,1,1.00102,0.957833,49.11,0.069037,834.931,
notre,1.75,70,15,16,5,100,1,1.00102,0.945,49.11,0.069037,834.931,
notre,1.75,80,15,16,5,100,1,1.00102,0.952125,49.11,0.069037,834.931,
notre,1.75,90,15,16,5,100,1,1.00102,0.924444,49.11,0.069037,834.931,
notre,1.75,100,15,16,5,100,1,1.00102,0.9486,49.11,0.069037,834.931,
ukbench,1.75,1,15,16,5,100,1,1,1,161.984,0.0494446,834.931,
ukbench,1.75,10,15,16,5,100,1,1.00105,0.964,161.984,0.0494446,834.931,
ukbench,1.75,20,15,16,5,100,1,1.002,0.948,161.984,0.0494446,834.931,
ukbench,1.75,30,15,16,5,100,1,1.002,0.962,161.984,0.0494446,834.931,
ukbench,1.75,40,15,16,5,100,1,1.002,0.96025,161.984,0.0494446,834.931,
ukbench,1.75,50,15,16,5,100,1,1.002,0.931,161.984,0.0494446,834.931,
ukbench,1.75,60,15,16,5,100,1,1.002,0.946833,161.984,0.0494446,834.931,
ukbench,1.75,70,15,16,5,100,1,1.002,0.935429,161.984,0.0494446,834.931,
ukbench,1.75,80,15,16,5,100,1,1.002,0.941125,161.984,0.0494446,834.931,
ukbench,1.75,90,15,16,5,100,1,1.002,0.913,161.984,0.0494446,834.931,
ukbench,1.75,100,15,16,5,100,1,1.002,0.9399,161.984,0.0494446,834.931,
cifar,1.75,1,15,16,5,100,1,1.00086,0.96,7.3444,0.131242,834.931,
cifar,1.75,10,15,16,5,100,1,1.00187,0.942,7.3444,0.131242,834.931,
cifar,1.75,20,15,16,5,100,1,1.0028,0.9255,7.3444,0.131242,834.931,
cifar,1.75,30,15,16,5,100,1,1.0028,0.947,7.3444,0.131242,834.931,
cifar,1.75,40,15,16,5,100,1,1.0028,0.9475,7.3444,0.131242,834.931,
cifar,1.75,50,15,16,5,100,1,1.0028,0.9182,7.3444,0.131242,834.931,
cifar,1.75,60,15,16,5,100,1,1.0028,0.934333,7.3444,0.131242,834.931,
cifar,1.75,70,15,16,5,100,1,1.0028,0.925143,7.3444,0.131242,834.931,
cifar,1.75,80,15,16,5,100,1,1.0028,0.930125,7.3444,0.131242,834.931,
cifar,1.75,90,15,16,5,100,1,1.0028,0.904333,7.3444,0.131242,834.931,
cifar,1.75,100,15,16,5,100,1,1.0028,0.9298,7.3444,0.131242,834.931,
enron,1.75,1,15,16,5,100,1,1.0009,0.98,17.0175,0.0876244,834.931,
enron,1.75,10,15,16,5,100,1,1.00131,0.956,17.0175,0.0876244,834.931,
enron,1.75,20,15,16,5,100,1,1.00168,0.945,17.0175,0.0876244,834.931,
enron,1.75,30,15,16,5,100,1,1.00168,0.96,17.0175,0.0876244,834.931,
enron,1.75,40,15,16,5,100,1,1.00168,0.95875,17.0175,0.0876244,834.931,
enron,1.75,50,15,16,5,100,1,1.00168,0.9302,17.0175,0.0876244,834.931,
enron,1.75,60,15,16,5,100,1,1.00168,0.947833,17.0175,0.0876244,834.931,
enron,1.75,70,15,16,5,100,1,1.00168,0.933571,17.0175,0.0876244,834.931,
enron,1.75,80,15,16,5,100,1,1.00168,0.943375,17.0175,0.0876244,834.931,
enron,1.75,90,15,16,5,100,1,1.00168,0.914111,17.0175,0.0876244,834.931,
enron,1.75,100,15,16,5,100,1,1.00168,0.9428,17.0175,0.0876244,834.931,
millionSong,1.75,1,15,16,5,100,1,1.00011,0.99,121.989,0.0346244,834.931,
millionSong,1.75,10,15,16,5,100,1,1.00098,0.961,121.989,0.0346244,834.931,
millionSong,1.75,20,15,16,5,100,1,1.0016,0.9395,121.989,0.0346244,834.931,
millionSong,1.75,30,15,16,5,100,1,1.0016,0.956333,121.989,0.0346244,834.931,
millionSong,1.75,40,15,16,5,100,1,1.0016,0.957,121.989,0.0346244,834.931,
millionSong,1.75,50,15,16,5,100,1,1.0016,0.9324,121.989,0.0346244,834.931,
millionSong,1.75,60,15,16,5,100,1,1.0016,0.945667,121.989,0.0346244,834.931,
millionSong,1.75,70,15,16,5,100,1,1.0016,0.936571,121.989,0.0346244,834.931,
millionSong,1.75,80,15,16,5,100,1,1.0016,0.94325,121.989,0.0346244,834.931,
millionSong,1.75,90,15,16,5,100,1,1.0016,0.919667,121.989,0.0346244,834.931,
millionSong,1.75,100,15,16,5,100,1,1.0016,0.9423,121.989,0.0346244,834.931,
MNIST,1.75,1,15,16,5,100,1,1.00014,0.99,9.18965,0.071111,834.931,
MNIST,1.75,10,15,16,5,100,1,1.00138,0.963,9.18965,0.071111,834.931,
MNIST,1.75,20,15,16,5,100,1,1.00256,0.939,9.18965,0.071111,834.931,
MNIST,1.75,30,15,16,5,100,1,1.00256,0.956,9.18965,0.071111,834.931,
MNIST,1.75,40,15,16,5,100,1,1.00256,0.95825,9.18965,0.071111,834.931,
MNIST,1.75,50,15,16,5,100,1,1.00256,0.9276,9.18965,0.071111,834.931,
MNIST,1.75,60,15,16,5,100,1,1.00256,0.947,9.18965,0.071111,834.931,
MNIST,1.75,70,15,16,5,100,1,1.00256,0.933714,9.18965,0.071111,834.931,
MNIST,1.75,80,15,16,5,100,1,1.00256,0.945875,9.18965,0.071111,834.931,
MNIST,1.75,90,15,16,5,100,1,1.00256,0.914222,9.18965,0.071111,834.931,
MNIST,1.75,100,15,16,5,100,1,1.00256,0.945,9.18965,0.071111,834.931,
nuswide,1.75,1,15,16,5,100,1,1.00064,0.9,68.6589,0.160186,834.931,
nuswide,1.75,10,15,16,5,100,1,1.00202,0.845,68.6589,0.160186,834.931,
nuswide,1.75,20,15,16,5,100,1,1.00248,0.8325,68.6589,0.160186,834.931,
nuswide,1.75,30,15,16,5,100,1,1.00248,0.885,68.6589,0.160186,834.931,
nuswide,1.75,40,15,16,5,100,1,1.00248,0.8875,68.6589,0.160186,834.931,
nuswide,1.75,50,15,16,5,100,1,1.00248,0.853,68.6589,0.160186,834.931,
nuswide,1.75,60,15,16,5,100,1,1.00248,0.873333,68.6589,0.160186,834.931,
nuswide,1.75,70,15,16,5,100,1,1.00248,0.871,68.6589,0.160186,834.931,
nuswide,1.75,80,15,16,5,100,1,1.00248,0.87175,68.6589,0.160186,834.931,
nuswide,1.75,90,15,16,5,100,1,1.00248,0.844556,68.6589,0.160186,834.931,
nuswide,1.75,100,15,16,5,100,1,1.00248,0.8764,68.6589,0.160186,834.931,
sun,1.75,1,15,16,5,100,1,1.00061,0.96,12.1613,0.114497,834.931,
sun,1.75,10,15,16,5,100,1,1.00175,0.927,12.1613,0.114497,834.931,
sun,1.75,20,15,16,5,100,1,1.00243,0.9155,12.1613,0.114497,834.931,
